iteration,before,after,diff
922,667775117,667775135,18
923,667775345,667775364,19
924,667775571,667775591,20
925,667775798,667775818,20
926,667776025,667776044,19
927,667776257,667776277,20
928,667776487,667776507,20
929,667776712,667776731,19
930,667776940,667776958,18
931,667777169,667777188,19
932,667777394,667777414,20
933,667777619,667777639,20
934,667777846,667777865,19
935,667778075,667778094,19
936,667778299,667778319,20
937,667778525,667778544,19
938,667778749,667778768,19
939,667778978,667778998,20
940,667779209,667779228,19
941,667779432,667779452,20
942,667779658,667779677,19
943,667779882,667779901,19
944,667780107,667780127,20
945,667780332,667780351,19
946,667780563,667780581,18
947,667780786,667780806,20
948,667781015,667781033,18
949,667781239,667781259,20
950,667781469,667781488,19
951,667781694,667781713,19
952,667781922,667781942,20
953,667782148,667782167,19
954,667782372,667782391,19
955,667782596,667782616,20
956,667782820,667782840,20
957,667783046,667783065,19
958,667783269,667783289,20
959,667783494,667783513,19
960,667783719,667783737,18
961,667783948,667783967,19
962,667784172,667784191,19
963,667784395,667784415,20
964,667784621,667784640,19
965,667784844,667784864,20
966,667785070,667785089,19
967,667785293,667785312,19
968,667785518,667785538,20
969,667785743,667785763,20
970,667785969,667785989,20
971,667786195,667786214,19
972,667786419,667786439,20
973,667786643,667786662,19
974,667786867,667786886,19
975,667787092,667787112,20
976,667787321,667787341,20
977,667787547,667787567,20
978,667787771,667787791,20
979,667788002,667788021,19
980,667788232,667788251,19
981,667788456,667788476,20
982,667788681,667788700,19
983,667788906,667788925,19
984,667789136,667789155,19
985,667789365,667789384,19
986,667789596,667789615,19
987,667789825,667789843,18
988,667790055,667790074,19
989,667790279,667790298,19
990,667790505,667790524,19
991,667790730,667790748,18
992,667790954,667790974,20
993,667791180,667791198,18
994,667791404,667791424,20
995,667791630,667791649,19
996,667791855,667791874,19
997,667792080,667792100,20
998,667792304,667792324,20
999,667792529,667792549,20
