iteration,before,after,diff
512,598480071,598481956,1885
513,598482383,598484292,1909
514,598484737,598486623,1886
515,598487065,598488974,1909
516,598489419,598491328,1909
517,598491771,598493642,1871
518,598494083,598495973,1890
519,598496421,598498330,1909
520,598498763,598500823,2060
521,598501255,598503153,1898
522,598503589,598505500,1911
523,598505948,598507909,1961
524,598508354,598510262,1908
525,598510695,598512671,1976
526,598513113,598515033,1920
527,598515475,598517443,1968
528,598517879,598519753,1874
529,598520190,598522089,1899
530,598522514,598524492,1978
531,598524955,598526860,1905
532,598527304,598529180,1876
533,598529605,598531528,1923
534,598531975,598533925,1950
535,598534371,598536280,1909
536,598536706,598538600,1894
537,598539049,598541012,1963
538,598541454,598543372,1918
539,598543816,598545696,1880
540,598546139,598548054,1915
541,598548502,598550410,1908
542,598550850,598552809,1959
543,598553252,598555118,1866
544,598555562,598557525,1963
545,598557967,598559895,1928
546,598560340,598562271,1931
547,598562706,598564672,1966
548,598565105,598570035,4930
549,598570486,598572406,1920
550,598572828,598574713,1885
551,598575160,598577087,1927
552,598577520,598579409,1889
553,598579850,598581803,1953
554,598582241,598584126,1885
555,598584572,598586503,1931
556,598586951,598588861,1910
557,598589307,598591205,1898
558,598591659,598593558,1899
559,598594003,598595887,1884
560,598596336,598598255,1919
561,598598685,598600574,1889
562,598601024,598602905,1881
563,598603346,598605304,1958
564,598605745,598607696,1951
565,598608135,598610018,1883
566,598610463,598612379,1916
567,598612819,598614782,1963
568,598621815,598623989,2174
569,598624438,598626372,1934
570,598626786,598628735,1949
571,598629183,598631097,1914
572,598631515,598633452,1937
573,598633884,598635817,1933
574,598636233,598638096,1863
575,598638521,598640408,1887
576,598640826,598642720,1894
577,598643124,598644989,1865
578,598645398,598647445,2047
579,598647862,598649801,1939
580,598650224,598652137,1913
581,598652551,598654526,1975
582,598654944,598656843,1899
583,598657279,598659172,1893
584,598659584,598661561,1977
585,598661998,598663935,1937
586,598664376,598666303,1927
587,598666712,598668672,1960
588,598669106,598671000,1894
589,598671437,598673367,1930
590,598673796,598675778,1982
591,598676210,598681309,5099
592,598681776,598683694,1918
593,598684135,598686043,1908
594,598686481,598688437,1956
595,598688879,598691037,2158
596,598691649,598693940,2291
597,598694382,598696272,1890
598,598696702,598698631,1929
599,598699077,598700984,1907
600,598701427,598703392,1965
601,598703849,598705903,2054
602,598706340,598708304,1964
603,598708741,598710701,1960
604,598711141,598713013,1872
605,598713449,598715366,1917
606,598715809,598717685,1876
607,598718129,598719994,1865
608,598720431,598722318,1887
609,598722751,598724772,2021
610,598725222,598727131,1909
611,598727573,598729500,1927
612,598729938,598731858,1920
613,598732304,598734234,1930
614,598734695,598736592,1897
615,598737028,598738899,1871
616,598739339,598741274,1935
617,598741717,598743628,1911
618,598744061,598745978,1917
619,598746412,598748282,1870
620,598748717,598750636,1919
621,598751083,598752967,1884
622,598753422,598755294,1872
623,598755724,598757689,1965
624,598758135,598760021,1886
625,598760453,598762383,1930
626,598762827,598764790,1963
627,598765238,598767203,1965
628,598767638,598769517,1879
629,598770000,598771932,1932
630,598772364,598774466,2102
631,598774896,598776821,1925
632,598777265,598779137,1872
633,598779573,598786887,7314
634,598787356,598789285,1929
635,598789736,598791657,1921
636,598792098,598793981,1883
637,598794410,598796305,1895
638,598796752,598798661,1909
639,598799109,598801021,1912
640,598801462,598803328,1866
641,598803771,598805745,1974
642,598806195,598808095,1900
643,598808532,598810441,1909
644,598810887,598812769,1882
645,598813204,598815114,1910
646,598815544,598817429,1885
647,598817864,598819790,1926
648,598820240,598822153,1913
649,598822596,598824509,1913
650,598824959,598826891,1932
651,598827321,598829253,1932
652,598829687,598831703,2016
653,598832141,598834056,1915
654,598834502,598836409,1907
655,598836844,598838728,1884
656,598839168,598841081,1913
657,598841524,598843406,1882
658,598843834,598845743,1909
659,598846182,598848071,1889
660,598848505,598850391,1886
661,598850820,598852683,1863
662,598853108,598855030,1922
663,598855497,598857393,1896
664,598857841,598859757,1916
665,598860207,598862128,1921
666,598862583,598864531,1948
667,598864970,598866859,1889
668,598867301,598869212,1911
669,598869650,598871565,1915
670,598872012,598873887,1875
671,598874327,598876202,1875
672,598876643,598878611,1968
673,598879043,598880940,1897
674,598881373,598883287,1914
675,598883740,598885739,1999
676,598886173,598891057,4884
677,598891507,598893429,1922
678,598893862,598895753,1891
679,598896187,598898113,1926
680,598898547,598900419,1872
681,598900857,598902768,1911
682,598903190,598905079,1889
683,598905540,598907485,1945
684,598907937,598909792,1855
685,598910281,598912232,1951
686,598912676,598914557,1881
687,598914984,598916901,1917
688,598917340,598919220,1880
689,598919658,598921635,1977
690,598922082,598923993,1911
691,598924439,598926316,1877
692,598926757,598928675,1918
693,598929107,598930997,1890
694,598931443,598933321,1878
695,598933763,598935620,1857
696,598936062,598937966,1904
697,598938400,598940282,1882
698,598940723,598942596,1873
699,598943030,598944973,1943
700,598945406,598994059,48653
701,598996195,599001456,5261
702,599002079,599004147,2068
703,599004663,599006776,2113
704,599007288,599009179,1891
705,599009665,599011519,1854
706,599011983,599013838,1855
707,599014322,599016206,1884
708,599016687,599018536,1849
709,599036916,599039227,2311
710,599039808,599041690,1882
711,599042170,599134163,91993
712,599135973,599138815,2842
713,599139717,599141747,2030
714,599142140,599144352,2212
715,599145135,599196430,51295
716,599197768,599201761,3993
717,599202606,599204835,2229
718,599205553,599207841,2288
719,599208566,599217680,9114
720,599218499,599220668,2169
721,599221452,599223684,2232
722,599224482,599226523,2041
723,599227278,599229341,2063
724,599230095,599232188,2093
725,599233004,599235089,2085
726,599235894,599238080,2186
727,599238871,599240940,2069
728,599241772,599244023,2251
729,599244881,599247024,2143
730,599247769,599249866,2097
731,599250805,599252900,2095
732,599253329,599255419,2090
733,599256179,599258230,2051
734,599258971,599261489,2518
735,599261855,599264082,2227
736,599264668,599266733,2065
737,599267735,599270829,3094
738,599271206,599273310,2104
739,599274125,599276406,2281
740,599277199,599279417,2218
741,599280242,599284491,4249
742,599285233,599287835,2602
743,599288100,599289701,1601
744,599290103,599292191,2088
745,599292611,599295868,3257
746,599296223,599298265,2042
747,599298652,599300706,2054
748,599301125,599303227,2102
749,599303716,599306056,2340
750,599306432,599310049,3617
751,599310303,599312936,2633
752,599313337,599315981,2644
753,599316407,599319766,3359
754,599320171,599322619,2448
755,599323016,599325139,2123
756,599325519,599328375,2856
757,599328821,599332311,3490
758,599332700,599334615,1915
759,599335039,599337735,2696
760,599338089,599340339,2250
761,599340746,599348349,7603
762,599348662,599350682,2020
763,599351097,599353060,1963
764,599353474,599356169,2695
765,599356584,599358474,1890
766,599358849,599360781,1932
767,599361218,599363203,1985
768,599363642,599366222,2580
769,599366638,599368656,2018
770,599369043,599371044,2001
771,599371437,599373972,2535
772,599374227,599375798,1571
773,599376014,599378058,2044
774,599378447,599381688,3241
775,599382049,599384087,2038
776,599384474,599386468,1994
777,599388814,599391709,2895
778,599392408,599395182,2774
779,599395747,599397806,2059
780,599400399,599403241,2842
781,599403851,599407014,3163
782,599407510,599409502,1992
783,599409975,599414536,4561
784,599415638,599420021,4383
785,599420853,599423416,2563
786,599423781,599426130,2349
787,599426603,599428543,1940
788,599428970,599430945,1975
789,599431348,599435340,3992
790,599436239,599438922,2683
791,599439761,599444088,4327
792,599444907,599447698,2791
793,599448055,599449985,1930
794,599450387,599452430,2043
795,599454718,599457444,2726
796,599458135,599460164,2029
797,599460642,599463051,2409
798,599463528,599465639,2111
799,599466555,599468955,2400
800,599469505,599471642,2137
801,599472173,599474205,2032
802,599474674,599476672,1998
803,599477163,599479233,2070
804,599479757,599486617,6860
805,599487206,599489413,2207
806,599489977,599491970,1993
807,599492492,599494476,1984
808,599495071,599497061,1990
809,599497531,599499535,2004
810,599500036,599502265,2229
811,599502817,599504816,1999
812,599505348,599507431,2083
813,599507969,599510008,2039
814,599510544,599512582,2038
815,599513094,599515058,1964
816,599515585,599517567,1982
817,599518082,599520041,1959
818,599520553,599522563,2010
819,599523104,599525122,2018
820,599525673,599527652,1979
821,599528207,599530185,1978
822,599530725,599532708,1983
823,599533255,599535265,2010
824,599535808,599537804,1996
825,599538335,599540573,2238
826,599541405,599543538,2133
827,599544411,599546585,2174
828,599547436,599549633,2197
829,599550459,599552534,2075
830,599553362,599555485,2123
831,599556342,599558455,2113
832,599559302,599561392,2090
833,599562233,599564438,2205
834,599565303,599567714,2411
835,599568624,599570724,2100
836,599571553,599573612,2059
837,599574490,599576584,2094
838,599577425,599579556,2131
839,599580430,599582559,2129
840,599583434,599585771,2337
841,599586626,599589045,2419
842,599589844,599592513,2669
843,599593291,599595825,2534
844,599596628,599599176,2548
845,599599933,599602353,2420
846,599602820,599604909,2089
847,599605361,599614615,9254
848,599615575,599618069,2494
849,599618894,599620962,2068
850,599621785,599624024,2239
851,599643001,599645611,2610
852,599646220,599648336,2116
853,599648871,599650865,1994
854,599651360,599653656,2296
855,599654224,599656189,1965
856,599656637,599658616,1979
857,599659177,599661218,2041
858,599661772,599663796,2024
859,599664258,599666297,2039
860,599666843,599668839,1996
861,599669392,599671365,1973
862,599671917,599673893,1976
863,599674430,599676422,1992
864,599676976,599679017,2041
865,599679510,599681460,1950
866,599682010,599684004,1994
867,599684517,599686472,1955
868,599687018,599688970,1952
869,599689514,599691536,2022
870,599692071,599694063,1992
871,599694602,599696583,1981
872,599697136,599699266,2130
873,599700123,599702269,2146
874,599703077,599705147,2070
875,599706011,599708431,2420
876,599709269,599711372,2103
877,599712188,599714235,2047
878,599715105,599717252,2147
879,599718109,599720235,2126
880,599721098,599723219,2121
881,599724101,599726214,2113
882,599727070,599729086,2016
883,599729948,599732109,2161
884,599732940,599735120,2180
885,599735995,599738110,2115
886,599738999,599741368,2369
887,599742294,599744811,2517
888,599745582,599747932,2350
889,599748713,599756002,7289
890,599756812,599758813,2001
891,599759312,599761279,1967
892,599761719,599764196,2477
893,599764634,599766607,1973
894,599767220,599769677,2457
895,599770595,599772993,2398
896,599773803,599776357,2554
897,599776837,599778942,2105
898,599779841,599782180,2339
899,599782626,599784646,2020
900,599785100,599787496,2396
901,599787992,599790325,2333
902,599791109,599793257,2148
903,599793721,599795754,2033
904,599796269,599798507,2238
905,599799044,599800981,1937
906,599801518,599803684,2166
907,599804263,599806388,2125
908,599806943,599808910,1967
909,599809397,599811492,2095
910,599812063,599814084,2021
911,599814500,599816561,2061
912,599817119,599819169,2050
913,599819726,599821931,2205
914,599822516,599824580,2064
915,599825107,599827112,2005
916,599827653,599829596,1943
917,599830119,599832070,1951
918,599832553,599834565,2012
919,599835101,599837090,1989
920,599837609,599839617,2008
921,599840195,599842176,1981
922,599842707,599845201,2494
923,599845747,599847716,1969
924,599848248,599850245,1997
925,599850787,599852773,1986
926,599853311,599855291,1980
927,599855686,599859775,4089
928,599860564,599863745,3181
929,599864550,599866971,2421
930,599867811,599869941,2130
931,599870789,599873041,2252
932,599873886,599880034,6148
933,599880943,599883059,2116
934,599883900,599886050,2150
935,599886899,599888939,2040
936,599889770,599891839,2069
937,599892707,599894779,2072
938,599895665,599897785,2120
939,599898655,599900746,2091
940,599901564,599904252,2688
941,599904855,599906976,2121
942,599909595,599912414,2819
943,599913152,599915838,2686
944,599916279,599918409,2130
945,599918847,599920779,1932
946,599921268,599925896,4628
947,599926974,599931404,4430
948,599932224,599935299,3075
949,599935703,599937688,1985
950,599938046,599939917,1871
951,599940350,599967458,27108
952,599969136,599974139,5003
953,599975065,599978466,3401
954,599978862,599981071,2209
955,599981492,599985451,3959
956,599986358,599988882,2524
957,599989318,599991364,2046
958,599991829,599993909,2080
959,599994759,599998892,4133
960,599999784,600003383,3599
961,600003723,600005901,2178
962,600006336,600008441,2105
963,600008831,600010916,2085
964,600011169,600013327,2158
965,600013694,600015595,1901
966,600015949,600018382,2433
967,600018790,600020947,2157
968,600021346,600023307,1961
969,600023843,600025865,2022
970,600026285,600029701,3416
971,600030088,600031971,1883
972,600032394,600034991,2597
973,600035360,600037464,2104
974,600037823,600039839,2016
975,600040286,600048539,8253
976,600049027,600051024,1997
977,600051452,600054522,3070
978,600054945,600057883,2938
979,600058221,600060263,2042
980,600060635,600062647,2012
981,600063067,600065065,1998
982,600065518,600068703,3185
983,600069068,600070988,1920
984,600071390,600073352,1962
985,600073732,600076336,2604
986,600076595,600078171,1576
987,600078391,600079951,1560
988,600080171,600081729,1558
989,600081949,600083519,1570
